label,embedding x,embedding y
3.0,8.417108535766602,0.7161014676094055
0.0,2.051997661590576,-5.640093803405762
0.0,2.4246251583099365,-5.973960876464844
0.0,2.3861148357391357,-6.241501808166504
3.0,7.54506254196167,1.5797163248062134
0.0,0.6235880851745605,-8.257437705993652
2.0,0.6456547379493713,-0.9833618402481079
0.0,1.9609264135360718,-7.747361660003662
0.0,1.1640046834945679,-7.378832817077637
1.0,-5.408122539520264,-1.3495289087295532
2.0,-0.4701579511165619,-1.3117278814315796
1.0,-5.663751125335693,-1.5552868843078613
0.0,-0.4164271354675293,-8.270602226257324
3.0,6.474368572235107,-1.8131498098373413
1.0,-5.236537933349609,-1.6989414691925049
1.0,-4.894064903259277,-1.8326644897460938
3.0,6.304080486297607,-1.9466145038604736
1.0,-6.265580177307129,-1.6984399557113647
3.0,7.387174129486084,-0.2874419689178467
2.0,1.0435454845428467,-1.4698131084442139
3.0,7.8450188636779785,0.27284565567970276
0.0,2.1126956939697266,-7.485653400421143
3.0,7.622150897979736,0.6031690239906311
3.0,8.530269622802734,0.8541344404220581
1.0,-5.70693826675415,-1.8559449911117554
1.0,-4.163780689239502,-1.2099403142929077
2.0,0.7083540558815002,-1.2854938507080078
0.0,0.7142539024353027,-7.900242805480957
3.0,6.905163288116455,-1.4549133777618408
1.0,-6.256689548492432,-1.3261351585388184
2.0,-0.6803907752037048,1.2237391471862793
3.0,8.430418968200684,0.036325644701719284
3.0,6.629344463348389,-1.706105351448059
2.0,0.7865356802940369,-0.994001030921936
2.0,-0.44494006037712097,-1.4192256927490234
2.0,0.8590880036354065,-3.47556471824646
1.0,-5.763946533203125,-1.9421284198760986
0.0,0.9927642345428467,-5.919114112854004
2.0,0.6720303297042847,-1.39996337890625
0.0,0.8437142372131348,-5.756123065948486
3.0,7.808265686035156,1.7386972904205322
1.0,-4.400624752044678,-1.1248362064361572
0.0,-0.3735789656639099,-8.184806823730469
3.0,7.504332065582275,1.701643705368042
1.0,-4.231167793273926,-1.3431718349456787
3.0,7.988640785217285,-0.20614047348499298
3.0,6.212147235870361,-1.9579635858535767
0.0,0.6353417634963989,-8.451836585998535
3.0,7.3617424964904785,1.52904212474823
0.0,0.7751999497413635,-5.484563827514648
1.0,-0.42239147424697876,-4.054720401763916
2.0,-0.6298248767852783,-1.5451250076293945
3.0,6.421188831329346,-1.5340818166732788
1.0,-4.425043106079102,-1.4929784536361694
0.0,2.281284809112549,-6.5936760902404785
0.0,2.336188793182373,-6.529171466827393
1.0,-5.16176700592041,-1.8839747905731201
1.0,-0.44763708114624023,-3.7256875038146973
0.0,2.1502933502197266,-5.944653511047363
3.0,7.260596752166748,0.5660490989685059
3.0,7.825288772583008,1.018808126449585
0.0,2.194328784942627,-7.617714881896973
3.0,7.159101963043213,-0.20658311247825623
2.0,0.45410391688346863,-3.7384049892425537
0.0,1.4830068349838257,-3.5744082927703857
1.0,-6.091779708862305,-1.825799584388733
3.0,7.3085618019104,0.0395430326461792
3.0,8.035646438598633,-0.24157913029193878
0.0,0.8831891417503357,-7.905811786651611
3.0,7.2385783195495605,1.3416465520858765
2.0,-0.5887057781219482,0.03709202632308006
0.0,1.9928052425384521,-7.2939276695251465
0.0,0.3100275695323944,-8.136354446411133
1.0,-6.226645469665527,-1.7325115203857422
1.0,-0.19755777716636658,-3.9010608196258545
2.0,-0.7565831542015076,1.0230745077133179
3.0,6.50117826461792,-1.7408586740493774
2.0,-0.6219321489334106,-1.764880657196045
0.0,2.566859245300293,-4.900087356567383
2.0,0.8717110753059387,-3.773423671722412
