label,embedding x,embedding y
0.0,7.230391025543213,9.234395027160645
2.0,3.608030319213867,-0.9096775650978088
2.0,3.3183176517486572,-2.557762622833252
3.0,-8.564291954040527,5.395350933074951
1.0,1.0585236549377441,-11.52100944519043
1.0,0.3772640526294708,-10.679234504699707
2.0,4.175307750701904,-1.5140668153762817
0.0,5.123126029968262,6.168856620788574
2.0,1.4215102195739746,-1.1960331201553345
0.0,5.306491374969482,8.616203308105469
2.0,1.611865520477295,0.033846355974674225
3.0,-7.702247142791748,5.915457248687744
2.0,5.5540266036987305,-2.8874478340148926
1.0,0.4928511381149292,-11.799065589904785
1.0,-0.4219554364681244,-10.077147483825684
2.0,1.908958911895752,0.02873869240283966
3.0,-8.910507202148438,5.414187431335449
3.0,-5.822678565979004,3.4806969165802
2.0,4.867804527282715,-2.286998748779297
2.0,1.3415322303771973,-1.0312139987945557
1.0,0.9638080596923828,-11.371695518493652
3.0,-7.5225043296813965,5.485841751098633
1.0,-0.6659944653511047,-10.662494659423828
1.0,-0.3219445049762726,0.34718459844589233
0.0,6.787233829498291,9.16678524017334
0.0,6.519962310791016,6.899357318878174
0.0,5.5566725730896,6.157741546630859
0.0,0.08239291608333588,0.041344206780195236
0.0,7.20125675201416,9.594758987426758
3.0,-6.5297980308532715,4.085017681121826
3.0,-8.16964340209961,4.267045497894287
0.0,6.260741233825684,8.408242225646973
2.0,1.6974079608917236,0.0814180001616478
0.0,6.897309303283691,8.18445110321045
3.0,-7.116488456726074,5.060498237609863
3.0,-7.443142890930176,5.161856651306152
2.0,2.1758759021759033,0.4437088966369629
2.0,5.106406211853027,-2.5642518997192383
2.0,4.688864231109619,-2.268381118774414
1.0,0.2797944247722626,-10.999712944030762
2.0,1.5112875699996948,-1.4752942323684692
2.0,4.528284549713135,-3.040426254272461
3.0,-5.089851379394531,3.0647389888763428
1.0,0.7265915870666504,-11.574492454528809
2.0,2.8468925952911377,-2.519655466079712
2.0,2.862300157546997,-2.8988308906555176
1.0,-0.3999123275279999,-9.534218788146973
0.0,6.754260063171387,8.941826820373535
2.0,4.722158432006836,-2.402076244354248
2.0,1.1722139120101929,-0.7328681349754333
0.0,6.292702674865723,8.287985801696777
3.0,-7.133288860321045,4.28363037109375
2.0,1.604689359664917,-1.2794867753982544
2.0,4.477451324462891,-3.1435134410858154
1.0,-0.8969863057136536,-10.115116119384766
0.0,4.343468189239502,9.531745910644531
2.0,3.9624252319335938,-1.3447788953781128
3.0,-6.792893409729004,4.557544231414795
3.0,-8.679866790771484,4.646841526031494
3.0,-8.740992546081543,5.296278953552246
2.0,1.8374955654144287,-1.3204458951950073
3.0,-8.767528533935547,4.760349273681641
3.0,-5.831969738006592,3.307490825653076
3.0,-7.985686302185059,6.269888401031494
0.0,0.509735107421875,0.3928491771221161
1.0,1.035159945487976,-11.685990333557129
3.0,-7.552254676818848,4.431257247924805
1.0,-1.2057225704193115,-10.496576309204102
3.0,-5.958213806152344,3.798292398452759
1.0,-0.005896665155887604,-10.1665620803833
3.0,-5.773584842681885,3.350510835647583
1.0,-0.26721668243408203,-10.179588317871094
2.0,5.155270576477051,-3.128351926803589
3.0,-9.144901275634766,5.325026035308838
0.0,6.219439506530762,8.474108695983887
3.0,-5.231148719787598,3.103278160095215
3.0,-6.273153781890869,4.164638042449951
3.0,-5.865212917327881,4.5448384284973145
3.0,-6.834305763244629,6.0312347412109375
2.0,2.132357597351074,-2.3994317054748535
3.0,-7.022512912750244,3.629929304122925
1.0,-0.6199955344200134,-11.055830955505371
1.0,-1.1670846939086914,-10.335309982299805
3.0,-6.288695335388184,5.638545989990234
0.0,0.6304773688316345,0.31500428915023804
3.0,-8.156903266906738,6.199432849884033
2.0,4.496446132659912,-3.380955696105957
0.0,5.512172698974609,9.449984550476074
3.0,-9.157620429992676,5.1970415115356445
1.0,-1.19559907913208,-10.560942649841309
3.0,-7.682926177978516,5.078409194946289
3.0,-5.92831563949585,4.059486389160156
1.0,-0.15569646656513214,-10.89823055267334
1.0,0.5902094841003418,-10.763910293579102
3.0,-8.269415855407715,6.271225929260254
3.0,-6.634854793548584,4.285977840423584
3.0,-7.928588390350342,4.031257152557373
2.0,5.148744583129883,-2.7409040927886963
2.0,1.5651743412017822,-1.1270900964736938
2.0,1.5823585987091064,0.006069437600672245
3.0,-8.205698013305664,6.263880252838135
3.0,-7.804058074951172,5.970727443695068
1.0,-0.680195152759552,0.6961559653282166
1.0,0.40658044815063477,-10.343670845031738
0.0,5.010538101196289,8.371058464050293
3.0,-6.065948009490967,3.3256773948669434
